Orden,Cuentas,Valor,Unidad de medida y moneda,Fecha (Año),Estados de la informacion,Periodicidad,Trimestre
17,                                  1.A.a.3 Oro no monetario,"683,68175001",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"485,21306085",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"600,2549157",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"605,74976991",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"578,98142967",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"585,42515643",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"615,91446406",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"657,39358721",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"606,28419977",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"460,88642746",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"463,4913331",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"349,89074107",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"410,07994322",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"303,73296127",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"358,39064139",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"355,93162354",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"403,97787316",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"382,82447345",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"333,16210578",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"480,17968839",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"544,37251175",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"478,64501578",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"598,21353693",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"822,42751602",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"982,60756272",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"729,97712221",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"816,91036008",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"755,66710807",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"857,78613739",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"664,72566464",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"697,77083244",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"783,7688296",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"835,72347651",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"786,01745546",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"814,78606479",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"878,34671404",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"882,67762844",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"683,96458959",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"914,97419108",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"1068,8798569",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"1192,1073958",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"918,6823907",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"957,12062251",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q2
17,                                  1.A.a.3 Oro no monetario,"1084,1331123",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q3
17,                                  1.A.a.3 Oro no monetario,"1431,7635779",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q4
17,                                  1.A.a.3 Oro no monetario,"2164,9965129",Millones - Dólares estadounidenses corrientes,2026,Dato preliminar,Trimestral,Q1
17,                                  1.A.a.3 Oro no monetario,"1573,19551",Millones - Dólares estadounidenses corrientes,2026,Dato preliminar,Trimestral,Q2
18,                                       Crédito (exportaciones),"23,391175571",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"24,537300867",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"24,406529007",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"18,410644857",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"18,98735224",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"18,312481346",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"13,80950691",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"16,787165822",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"8,1363970977",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"11,405553959",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"21,977895269",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"63,732909667",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"100,108364",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"140,585442",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"168,870088",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"178,415179",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"101,38655995",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"158,34669119",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"131,24385145",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"169,69134818",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"124,42967444",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"132,95676568",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"120,96798179",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"138,55976758",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"88,81601344",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"91,23092378",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"54,39373539",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"43,35275567",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"45,48095114",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"56,27909553",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"107,01418253",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"112,33159153",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"118,63719443",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"240,09086966",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"285,14616581",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"241,5171293",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"338,60014526",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"291,96511968",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"375,22890533",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"531,39111811",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"456,91814458",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"500,84517046",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"551,23493383",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"675,38512156",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"538,94518899",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"641,65470163",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"733,5976277",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"854,54733721",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"779,79662733",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"870,31841818",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"965,10294453",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"979,02744647",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"840,64253049",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"702,71652838",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"557,56994822",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"602,27551187",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"617,67974106",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"545,53996667",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"603,90823771",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"683,68175001",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"485,21306085",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"600,2549157",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"605,74976991",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"578,98142967",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"585,42515643",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"615,91446406",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"657,39358721",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"606,28419977",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"460,88642746",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"463,4913331",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"349,89074107",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"410,07994322",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"303,73296127",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"358,39064139",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"355,93162354",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"403,97787316",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"382,82447345",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"333,16210578",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"480,17968839",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"544,37251175",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"478,64501578",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"598,21353693",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"822,42751602",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"982,60756272",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"729,97712221",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"816,91036008",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"755,66710807",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"857,78613739",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"664,72566464",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"697,77083244",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"783,7688296",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"835,72347651",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"786,01745546",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q1
18,                                       Crédito (exportaciones),"814,78606479",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q2
18,                                       Crédito (exportaciones),"878,34671404",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q3
18,                                       Crédito (exportaciones),"882,67762844",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q4
18,                                       Crédito (exportaciones),"683,96458959",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
18,                                       Crédito (exportaciones),"914,97419108",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
18,                                       Crédito (exportaciones),"1068,8798569",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
18,                                       Crédito (exportaciones),"1192,1073958",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
18,                                       Crédito (exportaciones),"918,6823907",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q1
18,                                       Crédito (exportaciones),"957,12062251",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q2
18,                                       Crédito (exportaciones),"1084,1331123",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q3
18,                                       Crédito (exportaciones),"1431,7635779",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q4
18,                                       Crédito (exportaciones),"2164,9965129",Millones - Dólares estadounidenses corrientes,2026,Dato preliminar,Trimestral,Q1
18,                                       Crédito (exportaciones),"1573,19551",Millones - Dólares estadounidenses corrientes,2026,Dato preliminar,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
19,                                       Débito (importaciones),,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
