Orden,Cuentas,Valor,Unidad de medida y moneda,Fecha (Año),Estados de la informacion,Periodicidad,Trimestre
1,    1 Cuenta corriente,"91,158597187",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"77,494127473",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"363,39414801",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"313,35721038",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-477,5388639",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-290,9201972",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-22,78288821",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-249,0859713",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-235,597903",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-348,8176201",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-305,3520707",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-399,4350761",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-605,4217853",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-70,25799395",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"59,359248274",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-295,6838534",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-591,1450785",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-210,2244537",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"119,29379592",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-92,48021461",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-551,512148",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-285,2684884",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-877,3426537",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-233,6394781",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-669,3463609",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-707,3868427",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-775,0232527",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-839,2800673",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-2091,335051",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-1453,64285",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-1462,860163",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-1141,800924",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-1312,293384",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-1157,350765",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-1661,079657",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-2366,561936",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-932,1790343",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-760,9207378",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-1296,269764",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-1443,64139",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-1260,82076",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-1405,755574",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-3210,349642",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-2706,088222",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-2002,965783",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-1726,111058",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-3030,84709",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-2974,577863",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-1838,261659",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-3235,458985",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-3596,242539",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-2970,035868",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-3439,15823",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-2205,944345",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-3596,219454",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-3123,80772",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-4124,711526",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-4189,284516",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-5033,405892",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-6471,143699",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-5291,929015",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-4426,374178",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-5055,773282",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-3928,153184",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-3524,790359",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-2794,416791",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-3601,142148",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-2666,212277",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-3489,521778",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-2425,556448",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-2560,648281",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-1448,63901",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-3022,552034",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-3470,930068",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-3406,018548",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-4141,460112",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-3820,355143",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-3218,923301",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-4302,645383",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-3466,744137",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-2295,19974",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-1962,071266",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-2012,545351",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-2996,99713",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-3105,09331",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-4047,233442",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-4834,834514",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-5962,24168",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-5397,120952",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-4750,524782",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-6106,579207",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-4623,39599",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-2808,514988",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q1
1,    1 Cuenta corriente,"-2085,761461",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q2
1,    1 Cuenta corriente,"-1545,415662",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q3
1,    1 Cuenta corriente,"-1878,475997",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q4
1,    1 Cuenta corriente,"-1584,45138",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
1,    1 Cuenta corriente,"-1417,602968",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
1,    1 Cuenta corriente,"-1633,850591",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
1,    1 Cuenta corriente,"-2416,313062",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
1,    1 Cuenta corriente,"-1648,72044",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q1
1,    1 Cuenta corriente,"-2477,738081",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q2
1,    1 Cuenta corriente,"-3013,248074",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q3
1,    1 Cuenta corriente,"-3916,73852",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q4
1,    1 Cuenta corriente,"-1278,397118",Millones - Dólares estadounidenses corrientes,2026,Dato preliminar,Trimestral,Q1
1,    1 Cuenta corriente,"-4702,281067",Millones - Dólares estadounidenses corrientes,2026,Dato preliminar,Trimestral,Q2
2,         Crédito (exportaciones),"4469,6180658",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"4513,497449",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"4869,7363157",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"4894,8995294",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"4408,0250861",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"4776,6622404",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"4833,4235241",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"4600,4485952",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"4141,3311059",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"4603,8966642",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"4558,2072003",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"4616,9043446",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"4425,5549409",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"4847,893438",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"5443,4326412",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"5137,5324927",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"5076,7693901",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"5821,8559433",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"6489,9707299",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"6946,9392415",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"6538,6042669",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"7718,9948614",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"7701,0797493",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"8058,0379973",Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"7937,8261022",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"8723,2109385",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"9127,7344861",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"9593,4661429",Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"9021,82604",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"10233,605115",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"10902,946171",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"12395,153605",Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"12052,553877",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"13893,585845",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"13803,160638",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"11885,444533",Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"10904,005771",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"11103,071353",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"11658,781257",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"12662,812859",Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"12503,681026",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"13436,284173",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"13467,74448",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"14913,780899",Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"16340,441097",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"18724,785082",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"18855,853709",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"19896,237047",Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"19933,101693",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"19532,205554",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"19247,416252",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"20244,248515",Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"18593,389019",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"20005,058329",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"19459,002146",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"20362,977083",Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"18284,706425",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"19411,251861",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"20312,840417",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"17601,184514",Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"14771,142646",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"15013,673768",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"14629,648407",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"13752,011749",Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"12091,107634",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"13653,903585",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"13955,596427",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"15047,000064",Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"14430,257844",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"15130,540204",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"15881,981396",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"17212,286748",Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"16147,118063",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"17297,564613",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"17452,206449",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"17902,842931",Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"16551,39641",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"17745,923948",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"16914,940906",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"17106,077524",Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"15112,769243",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"10693,135836",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"12665,91422",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"13948,380688",Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"14935,782352",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"15809,202912",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"17606,131789",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"20431,447553",Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"21738,00349",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"24606,810145",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"24624,949656",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"23170,259268",Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"22739,235684",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),"22361,23237",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),"23299,96769",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),"23637,484259",Millones - Dólares estadounidenses corrientes,2023,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),"22226,88342",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
2,         Crédito (exportaciones),"24073,215135",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
2,         Crédito (exportaciones),"24693,737743",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
2,         Crédito (exportaciones),"24790,765878",Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
2,         Crédito (exportaciones),"23639,456694",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q1
2,         Crédito (exportaciones),"24286,971119",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q2
2,         Crédito (exportaciones),"25826,903002",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q3
2,         Crédito (exportaciones),"25558,308966",Millones - Dólares estadounidenses corrientes,2025,Dato provisional,Trimestral,Q4
2,         Crédito (exportaciones),"26438,477294",Millones - Dólares estadounidenses corrientes,2026,Dato preliminar,Trimestral,Q1
2,         Crédito (exportaciones),"26414,916164",Millones - Dólares estadounidenses corrientes,2026,Dato preliminar,Trimestral,Q2
3,         Débito (importaciones),"4378,4594686",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),"4436,0033215",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),"4506,3421677",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),"4581,542319",Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),"4885,56395",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),"5067,5824376",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),"4856,2064123",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),"4849,5345665",Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),"4376,9290089",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),"4952,7142842",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),"4863,559271",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),"5016,3394207",Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),"5030,9767262",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),"4918,1514319",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),"5384,0733929",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),"5433,216346",Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),"5667,9144686",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),"6032,0803971",Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
